event_id,roi,lon,lat,area_ha,radd_any,clear_post,s1_post,ang_2020_2021_deg,tau,registered
C318,CG1,29.006,0.6,3.129,2021-02-06,24.566,84.5,40.52,16.309,1
C319,CG1,29.005,0.6,1.341,2021-07-06,12.166,44.258,34.1,16.309,1
C320,CG1,29.007,0.436,1.52,2021-03-14,26.776,75.387,46.306,16.309,1
C321,CG1,29.006,0.579,1.341,2021-02-14,24.526,82.5,39.54,16.309,1
C322,CG1,29.008,0.437,1.609,2021-02-14,29.653,82.5,45.52,16.309,1
C323,CG1,29.009,0.584,1.967,2021-01-01,29.772,93.742,49.968,16.309,1
C324,CG1,29.01,0.624,2.235,2021-01-21,25.919,88.581,55.648,16.309,1
C325,CG1,29.011,0.439,2.503,2021-02-08,29.35,84.0,46.048,16.309,1
C326,CG1,29.011,0.458,3.129,2021-01-21,33.243,88.581,41.467,16.309,1
C327,CG1,29.011,0.618,2.235,2021-08-25,8.282,29.742,23.801,16.309,1
C328,CG1,29.01,0.65,2.235,2021-01-21,25.678,88.581,52.34,16.309,1
C329,CG1,29.012,0.633,1.162,2021-02-06,24.628,84.5,33.924,16.309,1
C330,CG1,29.013,0.455,1.967,2021-04-21,24.292,66.1,43.019,16.309,1
C331,CG1,29.013,0.441,1.162,2021-03-14,28.064,75.387,31.92,16.309,1
C332,CG1,29.013,0.627,5.632,2021-02-14,20.019,82.5,28.577,16.309,1
C333,CG1,29.014,0.568,1.162,2021-03-22,20.484,73.323,38.252,16.309,1
C334,CG1,29.014,0.65,1.52,2021-08-19,10.723,31.484,30.31,16.309,1
C335,CG1,29.015,0.562,1.162,2021-01-01,32.143,93.742,47.268,16.309,1
C336,CG1,29.015,0.629,2.056,2021-09-18,6.3,24.4,20.766,16.309,1
C337,CG1,29.016,0.519,1.341,2021-01-01,30.665,93.742,55.902,16.309,1
C338,CG1,29.017,0.556,1.43,2021-03-04,23.837,77.968,51.699,16.309,1
C339,CG1,29.019,0.532,2.861,2021-03-14,22.785,75.387,46.323,16.309,1
C340,CG1,29.021,0.501,1.43,2021-06-26,19.705,47.333,37.293,16.309,1
C341,CG1,29.02,0.455,1.609,2021-06-08,17.694,53.333,32.378,16.309,1
C342,CG1,29.021,0.62,1.609,2021-04-07,19.598,69.367,31.864,16.309,1
C343,CG1,29.022,0.582,1.073,2021-02-06,22.697,84.5,35.22,16.309,1
C344,CG1,29.022,0.6,1.162,2021-04-03,19.646,70.3,35.188,16.309,1
C345,CG1,29.023,0.471,1.341,2021-01-13,34.7,90.645,48.234,16.309,1
C346,CG1,29.023,0.563,1.073,2021-06-18,14.245,50.0,40.213,16.309,1
C347,CG1,29.025,0.536,1.073,2021-03-26,21.716,72.29,46.793,16.309,1
C348,CG1,29.025,0.559,1.073,2021-01-09,29.134,91.677,53.568,16.309,1
C349,CG1,29.025,0.597,1.341,2021-10-04,7.426,20.968,22.09,16.309,1
C350,CG1,29.026,0.646,6.257,2021-01-01,29.31,93.742,36.964,16.309,1
C351,CG1,29.027,0.564,1.073,2021-06-14,14.892,51.333,31.62,16.309,1
C352,CG1,29.028,0.463,2.324,2021-01-01,35.34,93.742,42.765,16.309,1
C353,CG1,29.03,0.52,1.162,2021-09-22,8.026,23.6,26.773,16.309,1
C354,CG1,29.033,0.556,3.576,2021-01-09,32.251,91.677,46.707,16.309,1
C355,CG1,29.034,0.619,1.43,2021-01-09,31.204,91.677,46.57,16.309,1
C356,CG1,29.035,0.53,3.218,2021-06-30,13.849,46.0,40.109,16.309,1
C357,CG1,29.036,0.609,1.251,2021-02-26,22.92,79.5,32.909,16.309,1
C358,CG1,29.036,0.563,3.576,2021-01-03,29.41,93.226,44.481,16.309,1
C359,CG1,29.038,0.472,1.073,2021-05-15,24.759,60.129,34.289,16.309,1
C360,CG1,29.04,0.604,5.542,2021-01-01,33.057,93.742,46.424,16.309,1
C361,CG1,29.038,0.623,1.073,2021-06-14,15.566,51.333,28.852,16.309,1
C362,CG1,29.039,0.488,1.073,2021-01-27,29.88,87.032,38.704,16.309,1
C363,CG1,29.04,0.498,1.609,2021-04-15,23.482,67.5,43.968,16.309,1
C364,CG1,29.042,0.528,1.877,2021-04-03,18.867,70.3,34.04,16.309,1
C365,CG1,29.041,0.563,1.609,2021-01-25,27.573,87.548,47.911,16.309,1
C366,CG1,29.042,0.638,3.754,2021-01-01,30.013,93.742,54.371,16.309,1
C367,CG1,29.042,0.522,1.52,2021-10-04,8.577,20.968,29.407,16.309,1
C368,CG1,29.043,0.596,1.52,2021-02-14,26.113,82.5,25.597,16.309,1
C369,CG1,29.046,0.561,2.145,2021-01-01,32.138,93.742,41.4,16.309,1
C370,CG1,29.046,0.46,1.073,2021-02-26,26.044,79.5,37.48,16.309,1
C371,CG1,29.046,0.628,1.698,2021-01-01,32.157,93.742,40.531,16.309,1
C372,CG1,29.049,0.609,1.162,2021-01-13,33.279,90.645,30.848,16.309,1
C373,CG1,29.05,0.588,1.162,2021-02-02,25.767,85.5,32.817,16.309,1
C374,CG1,29.05,0.64,1.341,2021-06-02,14.615,55.333,39.934,16.309,1
C375,CG1,29.052,0.642,3.397,2021-01-09,29.033,91.677,50.744,16.309,1
C376,CG1,29.053,0.536,1.162,2021-02-14,22.412,82.5,42.532,16.309,1
C377,CG1,29.053,0.435,1.073,2021-03-14,20.838,93.998,33.25,16.309,1
C378,CG1,29.055,0.641,1.251,2021-04-21,18.129,66.1,32.862,16.309,1
C379,CG1,29.056,0.639,1.073,2021-03-26,21.413,72.29,36.371,16.309,1
C380,CG1,29.058,0.637,1.698,2021-01-15,29.578,90.129,41.287,16.309,1
C381,CG1,29.061,0.53,1.43,2021-05-21,17.328,58.581,37.37,16.309,1
C382,CG1,29.062,0.593,1.698,2021-03-02,23.389,78.484,55.474,16.309,1
C383,CG1,29.064,0.623,1.52,2021-03-14,22.854,75.387,38.597,16.309,1
C384,CG1,29.066,0.642,1.073,2021-02-18,27.083,81.5,55.206,16.309,1
C385,CG1,29.068,0.575,1.073,2021-02-02,25.333,85.5,47.836,16.309,1
C386,CG1,29.07,0.549,1.43,2021-06-02,17.451,55.333,39.151,16.309,1
C387,CG1,29.072,0.647,1.43,2021-06-08,17.807,53.333,34.046,16.309,1
C388,CG1,29.074,0.635,3.486,2021-01-01,31.613,93.742,38.496,16.309,1
C389,CG1,29.077,0.639,3.218,2021-01-01,31.504,93.742,47.65,16.309,1
C390,CG1,29.077,0.635,2.056,2021-02-06,27.82,84.5,43.144,16.309,1
C391,CG1,29.078,0.471,1.162,2021-11-09,4.803,12.2,26.851,16.309,1
C392,CG1,29.079,0.449,1.162,2021-02-08,27.708,88.48,32.564,16.309,1
C393,CG1,29.08,0.544,1.788,2021-10-16,5.164,17.871,21.621,16.309,1
C394,CG1,29.081,0.607,1.251,2021-01-01,32.475,93.742,32.269,16.309,1
C395,CG1,29.082,0.556,1.43,2021-01-25,27.02,87.548,40.187,16.309,1
C396,CG1,29.084,0.624,2.145,2021-01-01,34.087,93.742,33.351,16.309,1
C397,CG1,29.085,0.571,2.861,2021-01-27,29.126,87.032,40.657,16.309,1
C398,CG1,29.087,0.59,1.162,2021-02-26,24.335,79.5,30.776,16.309,1
C399,CG1,29.087,0.448,1.162,2021-02-26,25.87,98.73,35.756,16.309,1
C400,CG1,29.09,0.55,2.235,2021-01-01,29.403,93.742,38.481,16.309,1
C401,CG1,29.09,0.647,1.52,2021-01-21,30.124,88.581,50.764,16.309,1
C402,CG1,29.091,0.475,1.073,2021-01-01,34.778,93.742,46.409,16.309,1
C403,CG1,29.092,0.567,2.771,2021-01-09,33.415,91.677,42.333,16.309,1
C404,CG1,29.092,0.551,1.162,2021-01-15,29.285,90.129,27.296,16.309,1
C405,CG1,29.092,0.435,1.252,2021-01-01,33.656,117.719,34.002,16.309,1
C406,CG1,29.093,0.566,1.43,2021-03-14,26.764,75.387,35.728,16.309,1
C407,CG1,29.093,0.574,1.252,2021-03-16,24.803,74.871,46.401,16.309,1
C408,CG1,29.094,0.462,1.43,2021-01-25,30.343,87.548,43.142,16.309,1
C409,CG1,29.095,0.602,1.52,2021-02-06,30.183,84.5,36.171,16.309,1
C410,CG1,29.096,0.546,1.341,2021-01-01,30.406,93.742,33.517,16.309,1
C411,CG1,29.098,0.568,1.252,2021-01-01,29.386,93.742,40.397,16.309,1
C412,CG1,29.099,0.456,1.609,2022-01-22,0.0,0.0,22.576,16.309,1
C413,CG1,29.1,0.435,1.073,2021-01-13,26.969,113.501,27.504,16.309,1
C414,CG1,29.102,0.64,1.251,2021-08-01,13.308,36.71,36.865,16.309,1
C415,CG1,29.106,0.62,1.162,2021-02-26,28.421,79.5,37.804,16.309,1
C416,CG1,29.107,0.644,1.251,2021-09-10,8.925,26.0,32.693,16.309,1
C417,CG1,29.116,0.597,1.073,2021-01-21,31.052,88.581,40.37,16.309,1
C418,CG1,29.122,0.637,1.073,2021-05-01,22.974,63.742,27.484,16.309,1
C419,CG1,29.132,0.613,1.43,2021-02-02,33.262,85.5,38.35,16.309,1
C420,CG1,29.132,0.645,3.129,2021-08-17,14.038,32.065,24.8,16.309,1
C421,CG1,29.141,0.549,1.073,2021-03-14,26.428,75.387,25.146,16.309,1
C422,CG1,29.141,0.633,1.877,2021-04-27,23.139,64.7,27.785,16.309,1
C423,CG1,29.152,0.641,1.162,2021-02-26,29.872,79.5,35.256,16.309,1
C424,CG1,29.176,0.579,1.43,2021-06-02,17.259,55.333,41.966,16.309,1
C425,CG1,29.18,0.54,1.073,2021-01-21,33.182,88.581,42.884,16.309,1
C426,CG1,29.195,0.622,2.771,2021-02-26,27.744,79.5,41.64,16.309,1
C427,CG1,29.195,0.482,1.162,2021-01-01,32.578,93.742,34.171,16.309,1
C428,CG1,29.196,0.626,1.073,2021-08-01,15.258,36.71,37.403,16.309,1
C429,CG1,29.197,0.575,1.073,2022-03-21,0.0,0.0,33.167,16.309,1
C431,CG1,29.198,0.577,1.341,2021-01-09,30.556,91.677,44.579,16.309,1
C432,CG1,29.2,0.583,2.414,2021-08-17,11.621,32.065,39.742,16.309,1
C433,CG1,29.202,0.585,3.308,2021-08-19,12.911,31.484,35.267,16.309,1
C434,CG1,29.209,0.65,1.162,2021-03-14,27.502,76.387,45.639,16.309,1
C435,CG1,29.214,0.611,1.52,2021-02-20,27.248,81.0,52.579,16.309,1
C437,CG1,29.519,0.573,1.162,2021-01-25,28.74,87.548,31.913,16.309,1
C438,CG1,29.572,0.53,3.933,2021-07-14,13.798,53.935,28.664,16.309,1
C439,CG1,28.682,0.663,1.341,2021-03-04,21.196,101.71,36.58,16.309,1
C440,CG1,28.683,0.858,1.52,2021-01-08,47.286,120.677,54.004,16.309,1
C441,CG1,28.701,0.807,2.056,2021-01-01,25.715,122.71,59.096,16.309,1
C442,CG1,28.74,0.686,1.162,2021-01-01,24.393,121.71,52.997,16.309,1
C443,CG1,28.74,0.679,1.341,2021-01-08,24.73,119.677,55.43,16.309,1
C444,CG1,28.741,0.676,1.698,2021-01-01,27.428,121.71,58.289,16.309,1
C445,CG1,28.758,0.671,5.453,2021-01-01,28.89,121.71,63.178,16.309,1
C446,CG1,28.761,0.653,1.877,2021-01-01,38.841,121.71,60.369,16.309,1
C447,CG1,28.763,0.839,1.251,2021-02-01,54.12,113.643,33.154,16.309,1
C448,CG1,28.771,0.653,3.933,2021-01-13,47.038,118.226,62.965,16.309,1
C449,CG1,28.773,0.659,1.341,2021-01-03,53.001,121.129,53.219,16.309,1
C450,CG1,28.796,0.67,1.609,2021-04-07,49.104,70.88,43.983,16.309,1
C451,CG1,28.797,0.664,1.877,2021-01-01,116.239,93.742,58.033,16.309,1
C452,CG1,28.806,0.664,1.698,2021-01-13,116.777,90.645,53.28,16.309,1
C453,CG1,28.821,0.657,2.324,2021-01-01,112.716,93.742,63.064,16.309,1
C454,CG1,28.825,0.656,2.324,2021-01-01,113.587,93.742,62.222,16.309,1
C455,CG1,28.83,0.674,4.38,2021-01-01,118.525,93.742,68.104,16.309,1
C456,CG1,28.841,0.663,2.861,2021-09-10,31.117,26.0,34.846,16.309,1
C457,CG1,28.872,0.683,1.073,2021-02-20,108.932,81.0,47.782,16.309,1
C458,CG1,28.874,0.654,1.073,2021-03-02,95.408,78.484,55.115,16.309,1
C459,CG1,28.938,0.669,1.609,2021-01-13,52.098,90.645,52.254,16.309,1
C460,CG1,28.952,0.779,6.436,2021-01-01,59.913,94.742,65.062,16.309,1
C461,CG1,28.958,0.659,1.073,2021-09-10,9.315,26.0,29.546,16.309,1
C462,CG1,28.958,0.794,2.056,2021-01-01,55.804,94.742,63.561,16.309,1
C463,CG1,28.97,0.698,1.341,2021-03-26,18.665,73.29,38.388,16.309,1
C464,CG1,28.97,0.794,1.251,2021-08-05,16.097,35.548,38.317,16.309,1
C465,CG1,28.97,0.702,4.023,2021-06-30,10.443,47.0,29.018,16.309,1
C466,CG1,28.973,0.654,1.251,2021-01-27,28.698,87.032,41.007,16.309,1
C467,CG1,28.975,0.653,1.609,2021-02-06,25.696,84.5,44.709,16.309,1
C468,CG1,28.975,0.655,1.877,2021-01-03,31.788,93.226,53.445,16.309,1
C469,CG1,28.978,0.693,1.877,2021-09-10,7.543,26.0,29.202,16.309,1
C470,CG1,28.98,0.86,1.162,2021-04-19,91.813,67.567,49.018,16.309,1
C471,CG1,28.982,0.693,2.771,2021-03-26,20.024,73.29,45.735,16.309,1
C472,CG1,28.983,0.657,2.414,2021-01-21,28.688,88.581,46.736,16.309,1
C473,CG1,28.983,0.859,2.771,2021-01-01,123.747,94.742,59.636,16.309,1
C474,CG1,28.985,0.869,5.542,2021-04-27,96.212,65.7,50.091,16.309,1
C475,CG1,28.989,0.869,1.341,2021-08-13,46.261,33.226,39.095,16.309,1
C476,CG1,28.99,0.809,3.129,2021-01-03,34.04,94.226,42.557,16.309,1
C477,CG1,28.991,0.812,1.162,2021-01-27,26.918,88.032,48.14,16.309,1
C478,CG1,28.991,0.868,1.341,2021-10-04,28.7,20.968,35.554,16.309,1
C479,CG1,28.991,0.858,2.056,2021-01-25,90.987,88.548,48.465,16.309,1
C480,CG1,28.992,0.657,1.251,2021-01-01,30.959,93.742,59.018,16.309,1
C481,CG1,28.991,0.862,1.52,2021-05-01,70.53,64.742,46.358,16.309,1
C482,CG1,28.994,0.686,2.324,2021-01-01,28.417,93.742,45.622,16.309,1
C483,CG1,28.996,0.66,1.788,2021-01-01,31.034,93.742,43.425,16.309,1
C484,CG1,28.997,0.859,1.073,2021-03-16,65.802,75.871,54.697,16.309,1
C485,CG1,29.0,0.823,6.436,2021-02-02,57.769,86.5,55.776,16.309,1
C486,CG1,29.002,0.689,1.251,2021-01-13,27.224,91.645,21.701,16.309,1
C487,CG1,29.002,0.762,1.073,2021-08-05,9.001,35.548,33.221,16.309,1
C488,CG1,29.002,0.837,6.257,2021-07-18,30.268,41.194,49.303,16.309,1
C489,CG1,29.002,0.698,1.52,2021-01-01,27.535,94.742,53.354,16.309,1
C490,CG1,29.002,0.784,2.503,2021-03-26,18.806,73.29,43.518,16.309,1
C491,CG1,29.002,0.685,2.682,2021-07-18,8.048,40.835,26.939,16.309,1
C492,CG1,29.004,0.725,3.129,2021-01-13,24.732,91.645,45.543,16.309,1
C493,CG1,29.005,0.707,2.056,2021-02-26,22.384,80.5,34.779,16.309,1
C494,CG1,29.005,0.685,1.073,2021-01-01,30.11,94.664,52.27,16.309,1
C495,CG1,29.005,0.746,1.43,2021-01-03,27.602,94.226,41.861,16.309,1
C496,CG1,29.006,0.778,1.877,2021-01-01,28.251,94.742,59.491,16.309,1
C497,CG1,29.007,0.672,2.324,2021-05-25,12.931,57.548,37.135,16.309,1
C498,CG1,29.008,0.689,5.095,2021-01-01,27.888,94.742,54.067,16.309,1
C499,CG1,29.007,0.71,1.073,2021-08-29,6.253,28.581,21.056,16.309,1
C500,CG1,29.007,0.715,1.698,2021-08-17,9.01,32.065,24.068,16.309,1
C501,CG1,29.008,0.675,1.609,2021-01-01,25.946,93.742,39.598,16.309,1
C502,CG1,29.008,0.731,1.609,2021-01-25,27.508,88.548,51.912,16.309,1
C503,CG1,29.009,0.741,3.933,2021-01-09,28.366,92.677,52.876,16.309,1
C504,CG1,29.01,0.737,1.251,2021-01-01,27.683,94.742,55.538,16.309,1
C505,CG1,29.01,0.668,1.162,2021-02-26,24.092,79.5,31.013,16.309,1
C506,CG1,29.011,0.693,4.38,2021-01-01,28.386,94.742,56.2,16.309,1
C507,CG1,29.012,0.844,2.86,2021-03-22,55.086,74.323,47.247,16.309,1
C508,CG1,29.012,0.685,1.341,2021-02-08,23.653,85.0,31.66,16.309,1
C509,CG1,29.012,0.734,1.341,2021-01-13,28.166,91.645,42.986,16.309,1
C510,CG1,29.012,0.863,1.162,2021-03-16,61.372,75.871,47.549,16.309,1
C511,CG1,29.012,0.696,1.341,2021-10-16,4.298,17.871,15.913,16.309,0
C512,CG1,29.014,0.688,4.201,2021-01-09,27.423,92.677,48.009,16.309,1
C513,CG1,29.014,0.732,1.698,2021-01-25,28.077,88.548,37.415,16.309,1
C514,CG1,29.016,0.741,5.453,2021-01-01,28.647,94.742,50.44,16.309,1
C515,CG1,29.015,0.763,1.251,2021-02-26,20.773,80.5,46.882,16.309,1
C516,CG1,29.017,0.848,2.413,2021-01-01,70.871,94.742,48.534,16.309,1
C517,CG1,29.017,0.794,3.665,2021-01-25,25.677,88.548,41.921,16.309,1
C518,CG1,29.018,0.71,1.251,2021-05-09,18.449,62.677,45.909,16.309,1
C519,CG1,29.018,0.742,2.592,2021-01-25,25.387,88.548,35.249,16.309,1
C520,CG1,29.018,0.666,1.341,2021-02-26,20.131,79.5,36.162,16.309,1
C521,CG1,29.018,0.793,2.503,2021-08-19,8.547,31.484,26.873,16.309,1
C522,CG1,29.018,0.844,1.698,2021-01-13,66.593,91.645,44.333,16.309,1
C523,CG1,29.02,0.699,1.52,2021-03-28,18.408,72.774,40.302,16.309,1
C524,CG1,29.02,0.829,1.162,2021-09-10,19.286,26.0,29.155,16.309,1
C525,CG1,29.019,0.72,2.145,2021-03-28,19.643,72.774,27.56,16.309,1
C526,CG1,29.02,0.74,7.866,2021-01-01,27.114,94.742,37.614,16.309,1
C527,CG1,29.021,0.708,1.251,2021-02-26,25.348,80.5,36.585,16.309,1
C528,CG1,29.021,0.684,1.162,2021-07-14,10.135,42.484,35.289,16.309,1
C529,CG1,29.022,0.846,1.52,2021-02-14,59.263,83.5,51.977,16.309,1
C530,CG1,29.022,0.732,2.324,2021-02-26,19.444,80.5,22.328,16.309,1
C531,CG1,29.023,0.826,1.52,2021-02-14,49.827,83.5,44.799,16.309,1
C532,CG1,29.023,0.842,1.073,2021-01-13,62.418,91.645,45.529,16.309,1
C533,CG1,29.024,0.728,1.073,2021-10-28,5.194,14.774,16.055,16.309,0
C534,CG1,29.024,0.816,1.251,2021-05-21,26.856,59.581,40.682,16.309,1
C535,CG1,29.025,0.838,2.145,2021-03-22,52.54,74.323,35.889,16.309,1
C536,CG1,29.024,0.828,1.162,2021-06-30,31.204,47.0,29.279,16.309,1
C537,CG1,29.026,0.657,1.341,2021-01-01,26.773,93.742,47.495,16.309,1
C538,CG1,29.025,0.737,6.079,2021-02-02,22.81,86.5,31.278,16.309,1
C539,CG1,29.027,0.841,1.698,2021-01-13,62.481,91.645,46.02,16.309,1
C540,CG1,29.026,0.66,1.341,2021-01-13,25.522,90.645,35.843,16.309,1
C541,CG1,29.026,0.848,1.162,2021-06-08,41.556,54.333,32.874,16.309,1
C542,CG1,29.027,0.695,1.52,2021-02-02,26.599,86.5,35.538,16.309,1
C543,CG1,29.027,0.756,1.073,2021-03-22,20.828,74.323,32.353,16.309,1
C544,CG1,29.027,0.822,1.073,2021-07-14,29.278,42.484,27.05,16.309,1
C545,CG1,29.028,0.739,1.698,2021-09-24,5.308,23.2,20.626,16.309,1
C546,CG1,29.029,0.833,1.967,2021-01-01,61.9,94.742,53.446,16.309,1
C547,CG1,29.03,0.854,1.43,2021-01-15,68.292,91.129,41.246,16.309,1
C548,CG1,29.03,0.671,1.43,2021-01-03,24.682,93.226,35.305,16.309,1
C549,CG1,29.029,0.848,2.413,2021-01-03,66.547,94.226,53.242,16.309,1
C550,CG1,29.03,0.797,1.251,2021-01-03,28.192,94.226,57.38,16.309,1
C551,CG1,29.03,0.717,2.414,2021-06-26,14.68,48.333,26.424,16.309,1
C552,CG1,29.031,0.734,1.341,2021-02-02,24.129,86.5,44.376,16.309,1
C553,CG1,29.031,0.74,1.52,2021-02-06,26.237,85.5,41.415,16.309,1
C554,CG1,29.032,0.752,1.43,2021-01-01,25.564,94.742,49.865,16.309,1
C555,CG1,29.033,0.741,1.52,2021-02-26,20.506,80.5,39.822,16.309,1
C556,CG1,29.033,0.672,1.877,2021-02-26,16.928,79.5,44.358,16.309,1
C557,CG1,29.033,0.828,1.698,2021-01-01,60.572,94.742,40.702,16.309,1
C558,CG1,29.033,0.865,1.788,2021-01-01,72.605,94.742,52.027,16.309,1
C559,CG1,29.034,0.734,2.056,2021-02-06,26.01,85.5,36.778,16.309,1
C560,CG1,29.034,0.798,1.073,2021-01-25,25.723,88.548,44.908,16.309,1
C561,CG1,29.035,0.735,1.162,2021-01-21,26.03,89.581,34.28,16.309,1
C562,CG1,29.035,0.777,2.324,2021-01-03,30.586,94.226,44.054,16.309,1
C563,CG1,29.036,0.758,1.698,2021-01-13,28.356,91.645,52.68,16.309,1
C564,CG1,29.037,0.857,1.162,2021-01-13,65.45,91.645,48.822,16.309,1
C565,CG1,29.038,0.752,2.86,2021-08-13,8.147,33.226,26.019,16.309,1
C566,CG1,29.037,0.783,1.967,2021-01-25,28.318,88.548,39.121,16.309,1
C567,CG1,29.038,0.871,1.967,2021-02-26,58.784,80.5,50.383,16.309,1
C568,CG1,29.039,0.852,1.251,2021-01-21,61.923,89.581,44.695,16.309,1
C569,CG1,29.039,0.788,2.324,2021-06-24,16.055,49.0,31.043,16.309,1
C570,CG1,29.039,0.7,2.056,2021-03-26,22.939,73.29,43.769,16.309,1
C571,CG1,29.041,0.87,2.235,2021-07-24,30.587,39.258,32.225,16.309,1
C572,CG1,29.041,0.757,1.341,2021-03-14,21.331,76.387,39.946,16.309,1
C573,CG1,29.041,0.798,1.073,2021-01-21,28.707,89.581,42.216,16.309,1
C574,CG1,29.041,0.81,1.967,2021-01-09,31.326,92.677,40.159,16.309,1
C575,CG1,29.042,0.801,1.52,2021-03-16,22.842,75.871,38.113,16.309,1
C576,CG1,29.042,0.818,1.251,2021-03-22,48.411,74.323,26.566,16.309,1
C577,CG1,29.042,0.737,1.609,2021-01-01,29.975,94.742,30.008,16.309,1
C578,CG1,29.043,0.828,1.698,2021-04-03,51.751,71.3,48.727,16.309,1
C579,CG1,29.043,0.822,1.788,2021-01-01,64.449,94.742,34.906,16.309,1
C580,CG1,29.044,0.799,2.235,2021-01-01,30.052,94.742,41.686,16.309,1
C581,CG1,29.044,0.82,1.967,2021-02-06,55.092,85.5,43.906,16.309,1
C582,CG1,29.045,0.719,1.251,2021-03-26,25.767,73.29,42.026,16.309,1
C583,CG1,29.044,0.867,2.682,2021-01-01,61.407,94.742,51.418,16.309,1
C584,CG1,29.045,0.67,1.788,2021-01-15,23.695,90.129,38.158,16.309,1
C585,CG1,29.047,0.815,1.609,2021-02-26,27.308,80.5,46.412,16.309,1
C586,CG1,29.047,0.679,1.788,2021-06-18,11.888,51.0,25.07,16.309,1
C587,CG1,29.046,0.706,2.324,2021-01-09,28.665,92.677,52.015,16.309,1
C588,CG1,29.048,0.787,4.291,2021-01-09,27.971,92.677,50.391,16.309,1
C589,CG1,29.048,0.861,1.162,2021-01-03,67.92,94.226,50.126,16.309,1
C590,CG1,29.048,0.813,1.073,2021-02-14,29.241,83.5,35.724,16.309,1
C591,CG1,29.048,0.708,1.251,2021-08-01,11.011,36.71,26.403,16.309,1
C592,CG1,29.048,0.868,2.145,2021-10-04,15.175,20.968,26.971,16.309,1
C593,CG1,29.048,0.682,3.039,2021-01-13,29.107,91.645,23.849,16.309,1
C594,CG1,29.049,0.794,2.414,2021-03-22,23.416,74.323,36.313,16.309,1
C595,CG1,29.049,0.827,1.162,2021-12-23,1.725,2.065,32.869,16.309,1
C596,CG1,29.05,0.822,3.665,2021-01-09,59.515,92.677,40.143,16.309,1
C597,CG1,29.05,0.66,1.251,2021-03-22,18.198,73.323,30.505,16.309,1
C598,CG1,29.05,0.787,1.073,2021-01-09,28.388,92.677,34.031,16.309,1
C599,CG1,29.048,0.671,3.486,2021-04-19,15.08,66.567,30.446,16.309,1
C600,CG1,29.051,0.835,1.251,2021-09-10,21.487,26.0,45.558,16.309,1
C601,CG1,29.05,0.701,1.967,2021-01-09,29.985,92.677,47.769,16.309,1
C602,CG1,29.051,0.783,3.218,2021-04-03,22.143,71.3,31.02,16.309,1
C603,CG1,29.051,0.837,1.162,2021-02-18,57.408,82.5,33.485,16.309,1
C604,CG1,29.051,0.699,1.073,2021-01-03,31.074,94.226,50.222,16.309,1
C605,CG1,29.051,0.71,1.698,2021-01-03,29.437,94.226,60.466,16.309,1
C606,CG1,29.052,0.669,1.251,2021-09-12,5.783,25.6,18.223,16.309,1
C607,CG1,29.052,0.815,1.251,2022-01-22,0.0,0.0,28.027,16.309,1
C608,CG1,29.052,0.812,1.967,2021-02-26,27.033,80.5,53.476,16.309,1
C609,CG1,29.053,0.709,1.162,2021-01-25,27.308,88.548,50.528,16.309,1
C610,CG1,29.052,0.712,1.162,2021-01-21,26.69,89.581,41.676,16.309,1
C611,CG1,29.054,0.826,2.592,2021-02-26,50.072,80.5,45.476,16.309,1
C612,CG1,29.053,0.86,1.43,2021-01-03,68.658,94.226,50.661,16.309,1
C613,CG1,29.053,0.659,3.844,2021-09-18,5.483,24.4,25.238,16.309,1
C614,CG1,29.054,0.681,1.698,2021-08-07,8.892,34.968,21.94,16.309,1
C615,CG1,29.054,0.818,1.341,2021-04-21,43.485,67.1,28.474,16.309,1
C616,CG1,29.054,0.834,2.503,2021-02-08,53.472,85.0,46.032,16.309,1
C617,CG1,29.054,0.726,2.95,2021-02-02,25.78,86.5,49.329,16.309,1
C618,CG1,29.056,0.788,1.162,2021-06-12,19.4,53.0,31.893,16.309,1
C619,CG1,29.055,0.809,1.43,2021-01-09,32.408,92.677,43.377,16.309,1
C620,CG1,29.055,0.877,1.698,2021-01-03,71.533,94.226,52.636,16.309,1
C621,CG1,29.055,0.811,1.073,2021-03-28,26.922,72.774,36.968,16.309,1
C622,CG1,29.056,0.807,2.145,2021-01-01,31.687,94.742,51.427,16.309,1
C623,CG1,29.056,0.748,4.201,2021-01-01,28.939,94.742,55.184,16.309,1
C624,CG1,29.056,0.799,1.162,2021-03-14,25.672,76.387,28.549,16.309,1
C625,CG1,29.056,0.857,1.162,2021-10-28,14.657,14.774,34.735,16.309,1
C626,CG1,29.058,0.8,4.38,2021-01-21,31.379,89.581,44.888,16.309,1
C627,CG1,29.057,0.692,1.698,2021-02-06,24.678,85.5,33.919,16.309,1
C628,CG1,29.057,0.697,1.43,2021-08-05,8.261,35.548,26.833,16.309,1
C629,CG1,29.058,0.839,1.251,2021-12-15,3.289,4.129,27.286,16.309,1
C630,CG1,29.058,0.843,2.682,2021-01-03,69.637,94.226,34.076,16.309,1
C631,CG1,29.058,0.669,2.145,2021-04-07,19.727,69.367,27.809,16.309,1
C632,CG1,29.059,0.819,4.916,2021-01-21,62.04,89.581,47.68,16.309,1
C633,CG1,29.058,0.744,4.827,2021-01-01,28.93,94.742,50.244,16.309,1
C634,CG1,29.058,0.736,2.056,2021-08-29,9.335,28.581,25.351,16.309,1
C635,CG1,29.059,0.741,2.414,2021-01-09,30.622,92.677,56.65,16.309,1
C636,CG1,29.059,0.749,2.86,2021-01-01,29.419,94.742,47.617,16.309,1
