event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,radd_npx,radd_hi_npx,event_month,clear_post_radd_any,clear_post_radd_high,clear_post_date_upper,clear_total_2021,ang_mean_deg,ang_npx,tau_deg,registered,p1_bracketed,radd_diff_to_interval,block
A_117,A,131445_hist,True,-56.2809,-4.9033,29.7861,DESMATAMENTO_CR,2021-04-07,2021-02-15,2021-02-15,2021-02-15,664,609,2.0,20.0,20.0,20.0,21,48.1268,2891,11.3934,1,False,,-113_-10
A_118,A,131447_hist,True,-56.2924,-4.8994,41.2421,DESMATAMENTO_CR,2021-04-07,2021-03-05,2021-03-05,2021-03-05,583,538,3.0,19.0,19.0,19.0,19,33.6595,4036,11.3934,1,False,,-113_-10
A_119,A,131448_hist,True,-56.2864,-4.8949,55.0102,DESMATAMENTO_CR,2021-04-07,2021-03-05,2021-03-11,2021-03-05,351,327,3.0,21.0,21.0,21.0,21,42.9594,5443,11.3934,1,False,,-113_-10
A_120,A,131471_hist,True,-56.2702,-4.8927,123.8255,DESMATAMENTO_CR,2021-04-07,2021-02-15,2021-02-15,2021-02-15,2142,1979,2.0,17.0,17.0,17.0,18,43.7017,12254,11.3934,1,False,,-113_-10
A_121,A,131513_hist,True,-56.2641,-4.7815,43.813,DESMATAMENTO_CR,2021-04-13,2021-02-15,2021-02-15,2021-02-15,761,727,2.0,27.0,27.0,27.0,28,39.2423,4244,11.3934,1,False,,-113_-10
A_122,A,131661_hist,False,-56.4345,-5.0514,48.4125,DESMATAMENTO_CR,2021-05-06,2021-03-23,2021-03-23,2021-03-23,1377,1307,3.0,23.0,23.0,23.0,27,35.2782,4679,11.3934,1,False,,-113_-11
A_123,A,131665_hist,True,-56.2783,-4.8961,218.6606,DESMATAMENTO_CR,2021-05-06,2021-01-04,2021-01-04,2021-01-04,4188,3904,1.0,23.0,23.0,23.0,23,42.315,21327,11.3934,1,False,,-113_-10
A_124,A,131666_hist,True,-56.2752,-4.8858,18.1346,DESMATAMENTO_CR,2021-05-06,2021-03-29,2021-03-29,2021-03-29,404,368,3.0,22.0,22.0,22.0,23,46.1946,1742,11.3934,1,False,,-113_-10
A_125,A,131668_hist,True,-56.2919,-4.8915,29.5352,DESMATAMENTO_CR,2021-05-06,2021-03-11,2021-03-11,2021-03-11,244,217,3.0,24.0,24.0,24.0,25,28.8719,2887,11.3934,1,False,,-113_-10
A_126,A,131677_hist,True,-56.2574,-4.7759,80.5666,DESMATAMENTO_CR,2021-05-06,2021-01-28,2021-01-28,2021-01-28,960,842,1.0,28.0,28.0,28.0,28,34.2271,7929,11.3934,1,False,,-113_-10
A_127,A,131954_hist,False,-56.3876,-4.9463,75.7821,DESMATAMENTO_CR,2021-05-26,2021-04-28,2021-04-28,2021-04-28,1319,1214,4.0,22.0,22.0,22.0,26,38.689,7482,11.3934,1,False,,-113_-10
A_128,A,131959_hist,True,-56.2952,-4.906,43.3329,DESMATAMENTO_CR,2021-05-26,2021-01-28,2021-01-28,2021-01-28,506,439,1.0,20.0,20.0,20.0,21,35.2714,4215,11.3934,1,False,,-113_-10
A_129,A,131988_hist,True,-56.2956,-5.0255,13.0846,DESMATAMENTO_CR,2021-05-26,2021-04-22,2021-04-22,2021-04-22,705,678,4.0,21.0,21.0,21.0,23,44.6128,1268,11.3934,1,False,,-113_-11
A_130,A,132089_hist,False,-55.5145,-4.5529,9.7495,DESMATAMENTO_CR,2021-05-26,2021-04-10,2021-04-10,2021-04-10,280,266,4.0,23.0,23.0,23.0,25,36.1257,939,11.3934,1,False,,-112_-10
A_131,A,132146_hist,True,-55.7523,-4.8345,7.3783,DESMATAMENTO_VEG,2021-05-26,2021-02-03,2021-02-03,2021-02-03,6,4,2.0,23.0,23.0,23.0,24,13.0892,684,11.3934,1,False,,-112_-10
A_132,A,132446_hist,False,-56.3358,-4.8337,18.8842,DESMATAMENTO_CR,2021-06-01,2021-04-10,2021-04-10,2021-04-10,630,580,4.0,21.0,21.0,21.0,24,31.3941,1823,11.3934,1,False,,-113_-10
A_133,A,132468_hist,False,-56.3282,-4.8335,43.6195,DESMATAMENTO_CR,2021-06-01,2021-04-28,2021-04-28,2021-04-28,1276,1193,4.0,22.0,22.0,22.0,26,29.7041,4232,11.3934,1,False,,-113_-10
A_134,A,132469_hist,True,-56.2648,-4.7782,24.5532,DESMATAMENTO_CR,2021-06-01,2021-02-27,2021-02-27,2021-02-27,324,295,2.0,23.0,23.0,23.0,24,36.5473,2347,11.3934,1,False,,-113_-10
A_135,A,132540_hist,True,-56.2674,-5.0972,28.7598,DESMATAMENTO_CR,2021-06-06,2021-04-22,2021-04-22,2021-04-22,1866,1796,4.0,23.0,23.0,23.0,24,41.0796,2770,11.3934,1,True,-15.0,-113_-11
A_136,A,132668_hist,True,-56.2653,-4.7747,25.9765,DESMATAMENTO_CR,2021-06-17,2021-02-27,2021-02-27,2021-02-27,292,237,2.0,25.0,25.0,25.0,26,29.5054,2478,11.3934,1,False,,-113_-10
A_137,A,132676_hist,True,-56.2685,-4.7113,7.2937,DESMATAMENTO_CR,2021-06-17,2021-06-03,2021-06-03,2021-06-03,188,154,6.0,16.0,16.0,16.0,27,28.3375,651,11.3934,1,True,0.0,-113_-10
A_138,A,132679_hist,True,-56.2764,-4.7346,13.4153,DESMATAMENTO_CR,2021-06-22,2021-06-03,2021-06-03,2021-06-03,778,737,6.0,16.0,16.0,16.0,27,40.538,1237,11.3934,1,True,0.0,-113_-10
A_139,A,132899_hist,True,-56.2741,-5.0972,55.0734,DESMATAMENTO_CR,2021-06-30,2021-02-03,2021-02-03,2021-02-03,3708,3502,2.0,25.0,25.0,25.0,26,44.4365,5312,11.3934,1,False,,-113_-11
A_140,A,132908_hist,True,-56.2785,-4.8874,49.7734,DESMATAMENTO_CR,2021-06-30,2021-03-29,2021-03-29,2021-03-29,562,469,3.0,25.0,25.0,25.0,27,43.9551,4826,11.3934,1,True,-71.0,-113_-10
A_141,A,132918_hist,True,-55.7969,-4.8767,6.8565,DESMATAMENTO_CR,2021-06-30,2021-06-15,2021-06-15,2021-06-15,369,261,6.0,16.0,16.0,16.0,26,43.9246,639,11.3934,1,True,0.0,-112_-10
A_142,A,132924_hist,True,-56.2275,-5.1409,8.601,DESMATAMENTO_CR,2021-06-30,2021-06-27,2021-06-27,2021-06-27,272,260,6.0,16.0,16.0,16.0,25,31.9826,798,11.3934,1,False,,-113_-11
A_143,A,132937_hist,True,-56.2275,-4.74,18.8561,DESMATAMENTO_CR,2021-06-30,2021-05-22,2021-05-22,2021-05-22,860,735,5.0,19.0,19.0,19.0,25,33.2789,1831,11.3934,1,False,,-113_-10
A_144,A,133240_hist,True,-56.2755,-4.9636,15.1217,DESMATAMENTO_CR,2021-07-11,2021-06-21,2021-06-21,2021-06-21,529,497,6.0,14.0,14.0,14.0,22,41.5257,1382,11.3934,1,False,,-113_-10
A_145,A,133254_hist,True,-56.2252,-5.1429,21.1377,DESMATAMENTO_CR,2021-07-11,2021-06-15,2021-06-15,2021-06-15,667,556,6.0,16.0,16.0,16.0,26,39.9341,2014,11.3934,1,False,,-113_-11
A_146,A,133552_hist,False,-56.2247,-3.9385,7.5465,DESMATAMENTO_CR,2021-07-19,2021-07-03,2021-07-03,2021-07-03,614,569,7.0,14.0,14.0,14.0,24,41.1685,710,11.3934,1,False,,-113_-8
A_147,A,133925_hist,True,-56.2338,-4.767,8.2132,DESMATAMENTO_CR,2021-07-28,2021-07-21,2021-07-21,2021-07-21,200,173,7.0,12.0,12.0,12.0,25,29.5209,734,11.3934,1,False,,-113_-10
A_148,A,133930_hist,True,-56.2155,-4.7493,7.0418,DESMATAMENTO_CR,2021-07-28,2021-07-21,2021-07-21,2021-07-21,298,264,7.0,13.0,13.0,13.0,25,29.5104,629,11.3934,1,True,0.0,-113_-10
A_149,A,134116_hist,False,-56.3435,-4.9542,29.2504,DESMATAMENTO_CR,2021-08-06,2021-01-04,2021-01-04,2021-01-04,634,587,1.0,26.0,26.0,26.0,26,34.9291,2853,11.3934,1,False,,-113_-10
A_150,A,134235_hist,False,-56.2256,-3.9401,9.843,DESMATAMENTO_CR,2021-08-09,2021-07-03,2021-07-03,2021-07-03,586,519,7.0,14.0,14.0,14.0,24,39.5076,926,11.3934,1,False,,-113_-8
A_151,A,134361_hist,True,-55.637,-4.7518,7.8944,DESMATAMENTO_CR,2021-08-18,2021-07-27,2021-07-27,2021-07-27,21,19,7.0,14.0,14.0,14.0,24,29.9922,731,11.3934,1,False,,-112_-10
A_152,A,134445_hist,False,-56.3388,-4.8336,16.1917,DESMATAMENTO_CR,2021-08-23,2021-05-04,2021-05-04,2021-05-04,310,247,5.0,21.0,21.0,21.0,25,24.209,1502,11.3934,1,False,,-113_-10
A_153,A,134710_hist,False,-56.3371,-4.8359,10.9723,DESMATAMENTO_CR,2021-09-07,2021-06-21,2021-06-21,2021-06-21,175,129,6.0,20.0,20.0,20.0,27,23.0662,985,11.3934,1,False,,-113_-10
A_154,A,13775_hist,True,-56.2664,-4.9085,1.6374,DESMATAMENTO_CR,2021-10-03,2021-10-19,2021-10-25,2021-10-03,9,3,10.0,3.0,3.0,3.0,23,18.1523,124,11.3934,1,False,,-113_-10
A_155,A,13776_hist,False,-55.8796,-5.3716,42.0886,DESMATAMENTO_CR,2021-10-03,2021-09-07,2021-09-07,2021-09-07,616,569,9.0,3.0,3.0,3.0,21,15.2161,4044,11.3934,1,False,,-112_-11
A_156,A,13782_hist,True,-56.174,-4.7842,13.5309,DESMATAMENTO_CR,2021-10-03,2021-07-21,2021-09-01,2021-07-21,525,450,7.0,12.0,7.0,12.0,23,21.2226,1285,11.3934,1,False,,-113_-10
A_157,A,13784_hist,True,-55.9863,-4.7834,9.9059,DESMATAMENTO_CR,2021-10-03,2021-08-26,2021-09-19,2021-08-26,156,118,8.0,11.0,8.0,11.0,29,27.3099,935,11.3934,1,False,,-112_-10
A_158,A,13786_hist,True,-56.1396,-4.7857,18.9346,DESMATAMENTO_CR,2021-10-03,2021-08-02,2021-08-02,2021-08-02,1261,1178,8.0,12.0,12.0,12.0,27,35.2633,1785,11.3934,1,False,,-113_-10
A_159,A,13788_hist,True,-55.7939,-4.8458,15.2224,DESMATAMENTO_CR,2021-10-03,2021-09-01,2021-09-01,2021-09-01,226,193,9.0,8.0,8.0,8.0,24,24.9238,1410,11.3934,1,False,,-112_-10
A_160,A,13789_hist,True,-55.8008,-4.8413,21.6991,DESMATAMENTO_CR,2021-10-03,2021-08-20,2021-08-20,2021-08-20,486,411,8.0,9.0,9.0,9.0,27,27.28,2060,11.3934,1,False,,-112_-10
A_161,A,13790_hist,True,-56.062,-5.1673,15.773,DESMATAMENTO_CR,2021-10-03,2021-03-05,2021-03-05,2021-03-05,407,342,3.0,26.0,26.0,26.0,27,20.0617,1507,11.3934,1,False,,-113_-11
A_162,A,13791_hist,True,-55.788,-4.8483,1.3799,DESMATAMENTO_CR,2021-10-03,,,,0,0,,,,,29,17.3284,110,11.3934,1,False,,-112_-10
A_163,A,13793_hist,True,-55.7867,-4.8424,11.6101,DESMATAMENTO_CR,2021-10-03,2021-08-26,2021-08-26,2021-08-26,272,208,8.0,8.0,8.0,8.0,25,24.6846,1084,11.3934,1,False,,-112_-10
A_164,A,13798_hist,True,-55.9214,-4.7386,8.9128,DESMATAMENTO_CR,2021-10-03,2021-08-26,2021-08-26,2021-08-26,276,218,8.0,12.0,12.0,12.0,31,34.744,833,11.3934,1,False,,-112_-10
A_165,A,13803_hist,False,-55.4899,-4.3919,33.5936,DESMATAMENTO_CR,2021-10-03,2021-08-02,2021-08-02,2021-08-02,341,290,8.0,9.0,9.0,9.0,21,18.4545,3239,11.3934,1,False,,-111_-9
A_166,A,13806_hist,True,-55.7591,-4.6544,64.2127,DESMATAMENTO_CR,2021-10-03,2021-08-26,2021-08-26,2021-08-26,483,386,8.0,8.0,8.0,8.0,28,22.0033,6326,11.3934,1,False,,-112_-10
A_167,A,13807_hist,True,-55.8905,-4.6464,15.785,DESMATAMENTO_CR,2021-10-03,2021-08-08,2021-08-08,2021-08-08,614,549,8.0,11.0,11.0,11.0,30,23.1242,1517,11.3934,1,False,,-112_-10
A_168,A,13824_hist,False,-55.0982,-4.432,10.2604,DESMATAMENTO_CR,2021-10-03,2021-09-25,2021-09-25,2021-09-25,74,52,9.0,5.0,5.0,5.0,24,17.5803,974,11.3934,1,True,0.0,-111_-9
A_169,A,13826_hist,False,-55.0609,-4.4282,6.2103,DESMATAMENTO_CR,2021-10-03,2021-06-21,2021-06-21,2021-06-21,196,176,6.0,16.0,16.0,16.0,23,31.3001,562,11.3934,1,True,-48.0,-111_-9
A_170,A,13828_hist,False,-55.0768,-4.4222,7.9838,DESMATAMENTO_CR,2021-10-03,2021-08-20,2021-08-20,2021-08-20,225,211,8.0,6.0,6.0,6.0,22,28.1676,736,11.3934,1,False,,-111_-9
A_171,A,13832_hist,False,-55.4756,-4.3217,50.7572,DESMATAMENTO_CR,2021-10-03,2021-04-28,2021-04-28,2021-04-28,1492,1268,4.0,22.0,22.0,22.0,25,23.3881,4834,11.3934,1,False,,-111_-9
A_172,A,13835_hist,False,-55.0428,-4.3864,24.6155,DESMATAMENTO_CR,2021-10-03,2021-09-01,2021-09-01,2021-09-01,282,233,9.0,7.0,7.0,7.0,25,22.4453,2380,11.3934,1,False,,-111_-9
A_173,A,13838_hist,False,-55.1986,-4.3323,6.4566,DESMATAMENTO_CR,2021-10-03,2021-09-13,2021-09-13,2021-09-13,163,151,9.0,5.0,5.0,5.0,24,23.5236,613,11.3934,1,False,,-111_-9
A_174,A,14473_hist,True,-56.2476,-5.0765,24.8123,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,157,108,9.0,4.0,4.0,4.0,22,13.8005,2416,11.3934,1,False,,-113_-11
A_175,A,14478_hist,False,-55.7776,-4.2421,11.8711,DESMATAMENTO_CR,2021-10-06,2021-08-26,2021-08-26,2021-08-26,826,793,8.0,8.0,8.0,8.0,27,27.8491,1110,11.3934,1,False,,-112_-9
A_176,A,14479_hist,True,-55.7949,-4.5472,31.8197,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,1041,859,9.0,7.0,7.0,7.0,28,21.5839,3045,11.3934,1,False,,-112_-10
A_177,A,14480_hist,True,-55.7716,-4.5632,38.6234,DESMATAMENTO_CR,2021-10-06,2021-08-20,2021-08-20,2021-08-20,823,601,8.0,8.0,8.0,8.0,22,24.5829,3766,11.3934,1,False,,-112_-10
A_178,A,14482_hist,True,-55.7746,-4.575,27.5911,DESMATAMENTO_CR,2021-10-06,2021-08-14,2021-08-14,2021-08-14,422,373,8.0,5.0,5.0,5.0,17,20.956,2636,11.3934,1,False,,-112_-10
A_179,A,14487_hist,True,-55.7613,-4.6613,83.285,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,516,436,8.0,11.0,11.0,11.0,28,20.2654,8130,11.3934,1,False,,-112_-10
A_180,A,14488_hist,True,-56.246,-5.0804,23.5063,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,330,295,8.0,9.0,9.0,9.0,27,16.4753,2257,11.3934,1,False,,-113_-11
A_181,A,14491_hist,True,-55.9491,-4.6751,29.986,DESMATAMENTO_CR,2021-10-06,2021-07-21,2021-07-21,2021-07-21,798,745,7.0,15.0,15.0,15.0,30,23.4176,2911,11.3934,1,False,,-112_-10
A_182,A,14493_hist,True,-55.916,-4.7449,19.5981,DESMATAMENTO_CR,2021-10-06,2021-03-23,2021-05-22,2021-03-23,1179,1103,3.0,24.0,23.0,24.0,28,31.0543,1896,11.3934,1,False,,-112_-10
A_183,A,14494_hist,True,-56.22,-4.8239,17.6578,DESMATAMENTO_CR,2021-10-06,2021-09-19,2021-09-19,2021-09-19,362,306,9.0,4.0,4.0,4.0,28,11.9643,1680,11.3934,1,False,,-113_-10
A_184,A,14495_hist,False,-56.3314,-4.0821,22.8138,DESMATAMENTO_CR,2021-10-06,2021-06-27,2021-06-27,2021-06-27,639,498,6.0,13.0,13.0,13.0,23,17.5484,2207,11.3934,1,False,,-113_-9
A_185,A,14496_hist,True,-55.8802,-4.7848,9.1514,DESMATAMENTO_CR,2021-10-06,2021-07-15,2021-07-15,2021-07-15,63,40,7.0,15.0,15.0,15.0,29,30.3032,863,11.3934,1,False,,-112_-10
A_186,A,14497_hist,True,-56.2061,-4.8829,12.6581,DESMATAMENTO_CR,2021-10-06,2021-01-22,2021-01-22,2021-01-22,193,147,1.0,29.0,29.0,29.0,29,19.3275,1196,11.3934,1,False,,-113_-10
A_187,A,14499_hist,True,-55.9405,-4.7519,14.4516,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,340,288,9.0,10.0,10.0,10.0,29,23.6843,1401,11.3934,1,False,,-112_-10
A_188,A,14500_hist,False,-56.3318,-4.1009,19.1666,DESMATAMENTO_CR,2021-10-06,2021-07-27,2021-09-01,2021-07-27,512,391,7.0,11.0,7.0,11.0,27,14.2758,1871,11.3934,1,False,,-113_-9
A_189,A,14501_hist,True,-55.8684,-4.7858,13.1996,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-02,2021-08-02,445,371,8.0,14.0,14.0,14.0,28,32.26,1254,11.3934,1,False,,-112_-10
A_190,A,14502_hist,True,-56.0443,-5.156,15.3748,DESMATAMENTO_CR,2021-10-06,2021-06-15,2021-06-15,2021-06-15,370,316,6.0,14.0,14.0,14.0,20,20.4956,1485,11.3934,1,False,,-113_-11
A_191,A,14503_hist,True,-56.0251,-5.1246,21.3467,DESMATAMENTO_CR,2021-10-06,2021-05-16,2021-07-21,2021-05-16,588,507,5.0,20.0,11.0,20.0,26,21.9104,2055,11.3934,1,False,,-113_-11
A_192,A,14504_hist,True,-55.8035,-4.8397,19.4851,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,163,127,9.0,6.0,6.0,6.0,23,24.0456,1846,11.3934,1,False,,-112_-10
A_193,A,14505_hist,True,-56.0242,-5.1304,7.4057,DESMATAMENTO_CR,2021-10-06,2021-08-14,2021-08-14,2021-08-14,50,19,8.0,7.0,7.0,7.0,24,26.4099,672,11.3934,1,False,,-113_-11
A_194,A,14506_hist,True,-55.795,-4.8349,12.6344,DESMATAMENTO_CR,2021-10-06,2021-08-26,2021-08-26,2021-08-26,215,185,8.0,7.0,7.0,7.0,28,24.4497,1186,11.3934,1,False,,-112_-10
A_195,A,14507_hist,True,-56.0401,-4.7766,9.998,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,651,591,8.0,14.0,14.0,14.0,29,32.2211,934,11.3934,1,True,-16.0,-113_-10
A_196,A,14508_hist,True,-56.1529,-4.7308,7.5695,DESMATAMENTO_CR,2021-10-06,2021-05-04,2021-05-04,2021-05-04,527,500,5.0,23.0,23.0,23.0,25,51.3297,691,11.3934,1,False,,-113_-10
A_197,A,14510_hist,False,-56.0066,-4.425,9.9475,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,101,61,8.0,13.0,13.0,13.0,31,29.1893,934,11.3934,1,False,,-113_-9
A_198,A,14511_hist,True,-56.2395,-4.6926,15.6183,DESMATAMENTO_CR,2021-10-06,2021-09-13,2021-09-13,2021-09-13,404,341,9.0,6.0,6.0,6.0,26,14.3772,1462,11.3934,1,False,,-113_-10
A_199,A,14512_hist,True,-56.2205,-4.6824,16.4711,DESMATAMENTO_CR,2021-10-06,2021-03-23,2021-03-23,2021-03-23,547,456,3.0,19.0,19.0,19.0,23,21.319,1559,11.3934,1,False,,-113_-10
A_200,A,14513_hist,True,-55.7255,-4.5568,6.3749,DESMATAMENTO_CR,2021-10-06,2021-08-14,2021-08-14,2021-08-14,229,210,8.0,12.0,12.0,12.0,30,34.8941,577,11.3934,1,False,,-112_-10
A_201,A,14514_hist,False,-55.662,-4.4554,6.0505,DESMATAMENTO_CR,2021-10-06,2021-03-17,2021-03-17,2021-03-17,237,212,3.0,21.0,21.0,21.0,23,24.5126,523,11.3934,1,False,,-112_-9
A_202,A,14515_hist,False,-55.662,-4.454,7.5233,DESMATAMENTO_CR,2021-10-06,2021-08-20,2021-09-13,2021-08-20,299,256,8.0,7.0,5.0,7.0,25,23.7669,703,11.3934,1,False,,-112_-9
A_203,A,14516_hist,False,-55.5247,-4.4458,11.776,DESMATAMENTO_CR,2021-10-06,2021-10-07,2021-10-07,2021-10-06,157,141,10.0,3.0,3.0,3.0,25,22.3395,1097,11.3934,1,False,,-112_-9
A_204,A,14521_hist,False,-55.5963,-4.4403,8.1984,DESMATAMENTO_CR,2021-10-06,2021-09-19,2021-09-19,2021-09-19,71,62,9.0,7.0,7.0,7.0,29,16.6404,760,11.3934,1,False,,-112_-9
A_205,A,14522_hist,True,-56.0878,-4.6806,7.9136,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,294,274,9.0,9.0,9.0,9.0,28,38.9565,698,11.3934,1,True,0.0,-113_-10
A_206,A,14523_hist,False,-55.5587,-4.4327,14.5683,DESMATAMENTO_CR,2021-10-06,2021-01-22,2021-01-22,2021-01-22,122,61,1.0,25.0,25.0,25.0,26,17.3964,1388,11.3934,1,False,,-112_-9
A_207,A,14524_hist,True,-56.038,-4.7676,7.9924,DESMATAMENTO_CR,2021-10-06,2021-07-15,2021-07-15,2021-07-15,531,488,7.0,18.0,18.0,18.0,28,34.9876,754,11.3934,1,False,,-113_-10
A_208,A,14526_hist,True,-55.7102,-4.5929,10.2644,DESMATAMENTO_CR,2021-10-06,2021-07-15,2021-07-15,2021-07-15,325,290,7.0,13.0,13.0,13.0,24,33.3165,993,11.3934,1,False,,-112_-10
A_209,A,14528_hist,False,-55.6956,-4.4233,18.7108,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,296,257,8.0,9.0,9.0,9.0,25,25.4198,1804,11.3934,1,True,0.0,-112_-9
A_210,A,14529_hist,False,-55.7139,-4.3959,7.5423,DESMATAMENTO_CR,2021-10-06,2021-09-13,2021-09-13,2021-09-13,273,260,9.0,8.0,8.0,8.0,29,34.6736,669,11.3934,1,True,0.0,-112_-9
A_211,A,14530_hist,False,-55.6225,-4.3098,24.4215,DESMATAMENTO_CR,2021-10-06,2021-09-13,2021-09-13,2021-09-13,824,739,9.0,7.0,7.0,7.0,25,24.0964,2357,11.3934,1,False,,-112_-9
A_212,A,14531_hist,False,-55.5148,-4.543,41.2995,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-02,2021-08-02,376,320,8.0,12.0,12.0,12.0,24,17.3302,4036,11.3934,1,False,,-112_-10
A_213,A,14532_hist,True,-55.7038,-4.5383,15.591,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-02,2021-08-02,559,497,8.0,9.0,9.0,9.0,20,29.6563,1489,11.3934,1,False,,-112_-10
A_214,A,14533_hist,True,-56.0069,-4.529,7.0501,DESMATAMENTO_CR,2021-10-06,2021-07-27,2021-09-19,2021-07-27,401,340,7.0,8.0,3.0,8.0,23,20.3011,656,11.3934,1,False,,-113_-10
A_215,A,14534_hist,False,-55.7261,-4.2184,8.3665,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-20,2021-08-02,359,334,8.0,10.0,8.0,10.0,29,29.9319,784,11.3934,1,False,,-112_-9
A_216,A,14535_hist,False,-55.5168,-4.4219,133.3505,DESMATAMENTO_CR,2021-10-06,2021-01-16,2021-07-21,2021-01-16,3495,3080,1.0,22.0,13.0,22.0,22,31.8037,13125,11.3934,1,False,,-112_-9
A_217,A,14536_hist,False,-55.5965,-4.179,11.3687,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,592,556,9.0,8.0,8.0,8.0,28,28.5405,1071,11.3934,1,False,,-112_-9
A_218,A,14537_hist,False,-55.5492,-4.1567,18.4839,DESMATAMENTO_CR,2021-10-06,2021-09-25,2021-09-25,2021-09-25,306,277,9.0,7.0,7.0,7.0,24,18.9805,1801,11.3934,1,False,,-112_-9
A_219,A,14538_hist,False,-55.5797,-4.1199,12.5912,DESMATAMENTO_CR,2021-10-06,2021-09-13,2021-09-13,2021-09-13,297,258,9.0,7.0,7.0,7.0,30,20.9573,1207,11.3934,1,False,,-112_-9
A_220,A,14539_hist,False,-55.5663,-4.0574,10.4924,DESMATAMENTO_CR,2021-10-06,2021-07-27,2021-07-27,2021-07-27,26,11,7.0,10.0,10.0,10.0,24,16.5835,982,11.3934,1,False,,-112_-9
A_221,A,14540_hist,False,-55.5529,-4.395,17.1404,DESMATAMENTO_CR,2021-10-06,2021-08-20,2021-08-20,2021-08-20,280,245,8.0,8.0,8.0,8.0,28,23.433,1626,11.3934,1,False,,-112_-9
A_222,A,14541_hist,False,-55.6271,-4.3947,11.519,DESMATAMENTO_CR,2021-10-06,2021-08-26,2021-08-26,2021-08-26,189,154,8.0,8.0,8.0,8.0,28,26.6521,1081,11.3934,1,False,,-112_-9
A_223,A,14551_hist,False,-55.7331,-3.9883,7.3496,DESMATAMENTO_CR,2021-10-06,2021-09-19,2021-09-19,2021-09-19,114,104,9.0,6.0,6.0,6.0,21,25.9597,667,11.3934,1,False,,-112_-8
A_224,A,14564_hist,False,-55.4374,-4.4703,11.9658,DESMATAMENTO_CR,2021-10-06,2021-09-19,2021-09-19,2021-09-19,187,162,9.0,6.0,6.0,6.0,46,16.8174,1136,11.3934,1,False,,-111_-9
A_225,A,14570_hist,False,-55.399,-4.4867,82.3658,DESMATAMENTO_CR,2021-10-06,2021-08-08,2021-08-08,2021-08-08,635,548,8.0,22.0,22.0,22.0,54,20.7825,7897,11.3934,1,False,,-111_-9
A_226,A,14572_hist,False,-55.4348,-4.4475,141.5813,DESMATAMENTO_CR,2021-10-06,2021-01-04,2021-03-17,2021-01-04,1230,1053,1.0,44.0,42.0,44.0,44,20.4631,13882,11.3934,1,False,,-111_-9
A_227,A,14577_hist,False,-55.4841,-4.4568,19.8084,DESMATAMENTO_CR,2021-10-06,2021-05-16,2021-10-13,2021-05-16,58,36,5.0,21.0,5.0,21.0,24,23.3783,1879,11.3934,1,False,,-111_-9
A_228,A,14579_hist,False,-55.132,-4.3005,30.6331,DESMATAMENTO_CR,2021-10-06,2021-08-20,2021-08-20,2021-08-20,866,745,8.0,5.0,5.0,5.0,20,20.3502,2955,11.3934,1,False,,-111_-9
A_229,A,14582_hist,False,-55.1218,-4.3433,36.4437,DESMATAMENTO_CR,2021-10-06,2021-07-15,2021-07-15,2021-07-15,371,305,7.0,9.0,9.0,9.0,21,16.5292,3508,11.3934,1,True,-35.0,-111_-9
A_230,A,14583_hist,False,-55.3626,-4.2088,10.6931,DESMATAMENTO_CR,2021-10-06,2021-09-25,2021-09-25,2021-09-25,4,2,9.0,9.0,9.0,9.0,50,22.2815,974,11.3934,1,False,,-111_-9
A_231,A,14604_hist,False,-55.1578,-4.1832,20.73,DESMATAMENTO_CR,2021-10-06,2021-07-27,2021-08-02,2021-07-27,45,28,7.0,10.0,10.0,10.0,23,23.2826,2001,11.3934,1,True,-14.0,-111_-9
A_232,A,14605_hist,False,-55.2211,-4.4392,23.5828,DESMATAMENTO_CR,2021-10-06,2021-09-01,2021-09-01,2021-09-01,310,275,9.0,4.0,4.0,4.0,23,19.0556,2277,11.3934,1,False,,-111_-9
A_233,A,14607_hist,False,-55.1808,-4.2796,9.0963,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-02,2021-08-02,166,145,8.0,11.0,11.0,11.0,23,19.606,862,11.3934,1,False,,-111_-9
